Speaker,Phoneme,File,TimeStamp,Ortho,Sylls,Lemma,FolLiquid,SpeechRate,MinPairExist,Closure,VOT,StopLength,VOTStopLengthRatio
s06,p,s0601a,314.391182,pretty,2,pretty,TRUE,4.206614165,FALSE,0.097116591,0.039098887,0.136215479,0.287037037
s06,p,s0601a,305.355069,pounds,1,pound,FALSE,2.208260848,TRUE,0.07587673,0.045360864,0.121237594,0.374148502
s06,p,s0602b,109.081659,point,1,point,FALSE,4.274392489,FALSE,0.069426506,0.062513649,0.131940155,0.47380306
s06,p,s0601a,285.300044,pounds,1,pound,FALSE,2.055539942,TRUE,0.038763283,0.032596397,0.071359681,0.456790123
s06,p,s0602b,81.259563,parents,2,parent,FALSE,2.985235028,FALSE,0.105316363,0.083217219,0.188533583,0.441392022
s06,p,s0601b,466.59377,pretty,2,pretty,TRUE,1.892584476,FALSE,0.040402965,0.035133013,0.075535978,0.465116279
s06,p,s0601b,403.440811,pride,1,pride,TRUE,3.147849232,TRUE,0.077110248,0.062025688,0.139135935,0.445792007
s06,p,s0602a,466.832507,parties,2,party,TRUE,3.763625773,FALSE,0.087273184,0.078216533,0.165489716,0.472636816
s06,p,s0601b,489.238618,person,2,persona,TRUE,1.421765909,FALSE,0.088719192,0.048338035,0.137057227,0.352685051
s06,p,s0602a,492.220027,place,1,place,TRUE,2.51418449,FALSE,0.053428126,0.063281904,0.116710029,0.542214786
s06,p,s0602a,67.498243,person,2,persona,TRUE,3.804130584,FALSE,0.096484066,0.053110495,0.149594562,0.355029586
s06,p,s0601a,377.035186,papers,2,paper,FALSE,1.300348371,FALSE,0.065263371,0.059909735,0.125173106,0.478615071
s06,p,s0602b,90.163354,pretty,2,pretty,TRUE,3.629491461,FALSE,0.098519477,0.082254801,0.180774279,0.455013855
s06,p,s0601a,335.924247,pretty,2,pretty,TRUE,2.324501706,FALSE,0.054046229,0.073166357,0.127212587,0.575150301
s06,p,s0601a,376.172938,pretty,2,pretty,TRUE,1.300348371,FALSE,0.075284932,0.045534199,0.120819131,0.376879045
s06,p,s0601a,258.804181,part,1,part,TRUE,4.421043479,FALSE,0.072990488,0.051108983,0.124099471,0.411838849
s06,p,s0602b,448.314279,problem,2,problem,TRUE,4.600216422,FALSE,0.070896359,0.06563452,0.136530878,0.480730223
s06,p,s0601a,450.906,pretty,2,pretty,TRUE,3.129164614,FALSE,0.11385376,0.037310647,0.151164407,0.246821639
s06,p,s0601a,303.363299,pairs,1,pair,FALSE,2.208260848,TRUE,0.073141997,0.053219688,0.126361685,0.421169504
s06,p,s0601b,549.221355,problems,2,problem,TRUE,4.089883168,FALSE,0.063605438,0.065998285,0.129603723,0.509231396
s06,p,s0602b,428.824937,parents,2,parent,FALSE,5.410692611,FALSE,0.070065542,0.049572063,0.119637605,0.414351852
s06,p,s0601a,389.030232,parents,2,parent,FALSE,2.515203507,FALSE,0.070107137,0.053663827,0.123770963,0.433573635
s06,p,s0601a,294.552779,pairs,1,pair,FALSE,3.111131601,TRUE,0.055756062,0.04039952,0.096155582,0.42014742
s06,p,s0602a,471.230868,pot,1,pot,FALSE,1.448536399,FALSE,0.108221015,0.040123892,0.148344907,0.270477045
s06,p,s0602a,146.309675,person,2,persona,TRUE,4.108427265,FALSE,0.07663409,0.045833786,0.122467876,0.374251497
s06,t,s0601b,109.098325,told,1,tell,FALSE,3.963217816,FALSE,0.044590327,0.094831748,0.139422075,0.680177426
s06,t,s0601a,337.012985,team,1,team,TRUE,2.324501706,FALSE,0.054290887,0.106413617,0.160704504,0.662169474
s06,t,s0602b,28.301318,trying,2,try,TRUE,5.387337602,TRUE,0.0317976,0.082902924,0.114700524,0.722777202
s06,t,s0601a,245.495303,trying,2,try,TRUE,0.949871413,TRUE,0.028149733,0.067462292,0.095612025,0.705583756
s06,t,s0602b,532.735697,talking,2,talk,FALSE,4.098203894,FALSE,0.043909197,0.050925257,0.094834454,0.53699109
s06,t,s0601a,239.943122,try,1,try,TRUE,4.071288618,TRUE,0.02330984,0.107138933,0.130448773,0.82131039
s06,t,s0602b,29.624841,trying,2,try,TRUE,5.387337602,TRUE,0.013590749,0.052442564,0.066033313,0.794183445
s06,t,s0602b,306.08466,talking,2,talk,FALSE,4.804298452,FALSE,0.056579814,0.0519203,0.108500113,0.478527607
s06,t,s0602b,180.533709,times,1,time,FALSE,3.804431306,TRUE,0.069951466,0.070390492,0.140341959,0.501564129
s06,t,s0601a,230.884517,trying,2,try,TRUE,1.352127911,TRUE,0.052566626,0.064910924,0.11747755,0.552538964
s06,t,s0601a,241.750502,team,1,team,TRUE,4.071288618,FALSE,0.062561962,0.095656678,0.15821864,0.604585388
s06,t,s0602a,112.95028,tax,1,tax,FALSE,0.773850401,FALSE,0.063732594,0.092500779,0.156233374,0.592067989
s06,t,s0601a,269.856967,team,1,team,TRUE,3.212385029,FALSE,0.046069628,0.081271548,0.127341176,0.638218924
s06,t,s0602a,425.830951,talk,1,talk,FALSE,2.341891124,FALSE,0.068593843,0.063576985,0.132170827,0.481021313
s06,t,s0601b,550.914579,touched,1,touch,FALSE,4.089883168,FALSE,0.073785383,0.052286104,0.126071487,0.414733779
s06,t,s0602b,298.949284,talking,2,talk,FALSE,5.305318423,FALSE,0.055442869,0.058333188,0.113776058,0.512701789
s06,t,s0601a,242.1126,tries,1,try,TRUE,4.071288618,TRUE,0.030763681,0.080391884,0.111155565,0.723237598
s06,t,s0602b,127.344079,trip,1,trip,TRUE,4.508597987,TRUE,0.048108288,0.040111363,0.088219651,0.454676055
s06,t,s0602b,160.674394,trying,2,try,TRUE,4.252695146,TRUE,0.021832809,0.06899288,0.090825689,0.759618573
s06,t,s0601b,63.542347,talk,1,talk,FALSE,4.141173526,FALSE,0.056739166,0.072021256,0.128760422,0.55934312
s06,t,s0601a,408.563194,teams,1,team,TRUE,3.834538565,FALSE,0.037699222,0.073220292,0.110919514,0.660120924
s06,t,s0601b,189.286713,telling,2,tell,FALSE,3.617070838,FALSE,0.052869733,0.072046213,0.124915946,0.576757532
s06,t,s0601a,174.000118,trying,2,try,TRUE,3.461179138,TRUE,0.048263304,0.082021244,0.130284548,0.629554656
s07,k,s0704a,159.880108,kid,1,kid,FALSE,5.816646446,FALSE,0.045394226,0.062038776,0.107433002,0.577464789
s07,k,s0702b,146.020462,couple,2,couple,FALSE,5.110539136,FALSE,0.038960391,0.057812194,0.096772585,0.597402597
s07,k,s0701b,548.245114,kids,1,kid,FALSE,3.555940475,FALSE,0.048731273,0.099994041,0.148725314,0.672340426
s07,k,s0701a,560.26075,called,1,call,FALSE,5.675675676,FALSE,0.053657369,0.069279135,0.122936504,0.563535912
s07,k,s0701a,567.398404,kid,1,kid,FALSE,4.587216752,FALSE,0.045846486,0.08014645,0.125992937,0.636118598
s07,k,s0701a,443.390328,kids,1,kid,FALSE,4.002880072,FALSE,0.036129198,0.05524001,0.091369208,0.604580153
s07,k,s0704a,211.770188,case,1,case,FALSE,4.728159001,FALSE,0.046649443,0.068485353,0.115134796,0.594827586
s07,k,s0703b,152.149606,cleared,1,clear,TRUE,4.457193117,FALSE,0.048479625,0.050687526,0.099167151,0.51113222
s07,k,s0701a,395.381363,kinds,1,kind,FALSE,6.872242717,FALSE,0.032504519,0.047919033,0.080423551,0.595833333
s07,k,s0701a,320.218194,couple,2,couple,FALSE,4.713804714,FALSE,0.038082902,0.059182889,0.097265791,0.608465608
s07,k,s0701b,135.005666,couple,2,couple,FALSE,6.002920652,FALSE,0.026565527,0.042062084,0.068627611,0.612903226
s07,k,s0703b,88.187171,called,1,call,FALSE,3.58722856,FALSE,0.034580161,0.063396962,0.097977124,0.647058824
s07,k,s0701a,566.879185,called,1,call,FALSE,4.587216752,FALSE,0.046921408,0.070297946,0.117219354,0.599712791
s07,k,s0702b,491.580049,crazy,2,crazy,TRUE,2.958200625,FALSE,0.059472715,0.092935625,0.15240834,0.60978044
s07,k,s0702a,436.073868,kinds,1,kind,FALSE,4.225893741,FALSE,0.051405355,0.041239545,0.0926449,0.445135621
s07,k,s0701b,405.381014,coaches,2,coach,FALSE,4.675416409,FALSE,0.062973717,0.090032736,0.153006452,0.588424437
s07,k,s0702a,560.0815,costs,1,cost,FALSE,3.316190837,FALSE,0.050660185,0.071016681,0.121676866,0.583649823
s07,k,s0704a,145.172354,call,1,call,FALSE,6.224701037,FALSE,0.02786732,0.059956961,0.087824282,0.682692308
s07,k,s0701a,355.641892,kids,1,kid,FALSE,4.473954187,FALSE,0.048027777,0.05443148,0.102459257,0.53125
s07,k,s0701b,148.758992,car,1,car,TRUE,4.980625367,FALSE,0.03585063,0.054975882,0.090826512,0.605284522
s07,k,s0701b,255.703758,clock,1,clock,TRUE,5.630028319,FALSE,0.035789668,0.061617264,0.097406932,0.632575758
s07,k,s0702b,303.489752,called,1,call,FALSE,3.044089991,FALSE,0.042102358,0.054041833,0.096144191,0.562091503
s07,k,s0701a,53.393233,questions,2,question,TRUE,3.942411012,FALSE,0.044512356,0.062816502,0.107328858,0.585271318
s07,k,s0702a,126.963034,counting,2,count,FALSE,5.406796072,FALSE,0.02305057,0.087218374,0.110268945,0.790960452
s07,k,s0702b,59.652911,countered,2,counter,FALSE,5.470818653,FALSE,0.031268867,0.044541176,0.075810043,0.587536618
s07,k,s0702a,114.772119,kid,1,kid,FALSE,5.070251586,FALSE,0.038512102,0.060429874,0.098941975,0.610760734
s07,k,s0703a,342.198956,quarter,2,quarter,TRUE,6.064231473,FALSE,0.055642356,0.078311463,0.133953819,0.584615385
s07,k,s0701a,346.789016,care,1,care,FALSE,6.399631381,FALSE,0.016997941,0.044788226,0.061786167,0.72489083
s07,k,s0703b,304.228941,crying,2,cry,TRUE,4.90457005,FALSE,0.043866874,0.078930674,0.122797548,0.642770768
s07,k,s0702a,134.308957,candy,2,candy,FALSE,5.765767844,FALSE,0.049725893,0.049839071,0.099564964,0.500568363
s07,k,s0703a,107.104375,kinds,1,kind,FALSE,5.318946988,FALSE,0.044201719,0.056333471,0.100535189,0.560335848
s07,k,s0701a,305.666539,kids,1,kid,FALSE,4.604376613,FALSE,0.081281626,0.027948572,0.109230198,0.255868545
s07,k,s0701a,14.964875,kid,1,kid,FALSE,5.325060101,FALSE,0.045863848,0.05320481,0.099068658,0.537049869
s07,k,s0701b,258.68986,clock,1,clock,TRUE,7.209569064,FALSE,0.021604337,0.029054108,0.050658445,0.573529412
s07,k,s0702a,36.1735,kids,1,kid,FALSE,5.946862406,FALSE,0.037315246,0.074011195,0.111326441,0.664812372
s07,k,s0702a,26.83804,kids,1,kid,FALSE,4.443748391,FALSE,0.050737234,0.060977777,0.111715011,0.545833333
s07,k,s0703a,433.142335,kids,1,kid,FALSE,4.34281688,FALSE,0.073159393,0.064400875,0.137560268,0.468164794
s07,k,s0703b,538.964832,kids,1,kid,FALSE,5.31766395,FALSE,0.04286868,0.041783397,0.084652077,0.493589744
s07,k,s0703a,322.141028,college,2,college,FALSE,4.368093897,FALSE,0.056781037,0.095712207,0.152493245,0.627648835
s07,k,s0701b,146.552571,car,1,car,TRUE,4.848388682,FALSE,0.054306116,0.070958981,0.125265097,0.566470494
s07,k,s0702a,19.411626,kids,1,kid,FALSE,4.298000427,FALSE,0.046082442,0.060046819,0.106129261,0.565789474
s07,k,s0702b,31.225186,contract,2,contract,FALSE,4.589274532,FALSE,0.046190849,0.066193137,0.112383986,0.588990826
s07,k,s0703b,592.180774,kids,1,kid,FALSE,5.56290674,FALSE,0.046025947,0.075969813,0.12199576,0.622725024
s07,k,s0702a,408.818868,columns,2,column,FALSE,4.70856642,FALSE,0.051549432,0.070186534,0.121735965,0.576547231
s07,k,s0701a,45.806072,contact,2,contact,FALSE,4.189378334,FALSE,0.056056448,0.071136569,0.127193017,0.559280458
s07,k,s0701a,231.4365,kids,1,kid,FALSE,6.413681899,FALSE,0.065728525,0.070720565,0.136449091,0.518292683
s07,k,s0702a,86.168405,kids,1,kid,FALSE,4.266939751,FALSE,0.050842636,0.05772603,0.108568667,0.531700648
s07,k,s0701b,23.721263,college,2,college,FALSE,5.995624237,FALSE,0.05635737,0.081318658,0.137676028,0.590652266
s07,k,s0702b,148.533812,kids,1,kid,FALSE,5.407806764,FALSE,0.045872719,0.067866488,0.113739207,0.596685083
s07,k,s0701a,303.825607,kids,1,kid,FALSE,3.982894266,FALSE,0.056160449,0.078624628,0.134785077,0.583333333
s07,k,s0703a,247.279715,coffee,2,coffee,FALSE,5.695527805,FALSE,0.043207225,0.083132889,0.126340113,0.658008658
s07,k,s0702b,405.087335,care,1,care,FALSE,6.452517643,FALSE,0.059750414,0.042678867,0.102429282,0.416666667
s07,k,s0701b,229.689712,care,1,care,FALSE,4.741176227,FALSE,0.04473978,0.09263744,0.13737722,0.674328975
s07,k,s0702a,430.835624,kitchen,2,kitchen,FALSE,5.760478769,FALSE,0.047440014,0.038860341,0.086300355,0.450291784
s07,k,s0701b,143.896835,car,1,car,TRUE,5.170394028,FALSE,0.054376176,0.0917839,0.146160076,0.627968338
s07,k,s0703a,540.991623,class,1,class,TRUE,4.884555962,TRUE,0.040563636,0.051238277,0.091801912,0.558139535
s07,k,s0701b,285.0331,care,1,care,FALSE,4.147412305,FALSE,0.061088125,0.092377164,0.153465289,0.601941748
s07,k,s0703b,319.719318,care,1,care,FALSE,6.088443541,FALSE,0.050450534,0.05248483,0.102935364,0.509881423
s07,k,s0703b,320.530181,couple,2,couple,FALSE,6.088443541,FALSE,0.064209831,0.070793491,0.135003322,0.524383327
s07,k,s0702b,371.892276,couple,2,couple,FALSE,6.090196573,FALSE,0.040824812,0.048384963,0.089209775,0.542372881
s07,k,s0702a,530.356622,call,1,call,FALSE,3.992329404,FALSE,0.072120567,0.081687581,0.153808149,0.531100478
s07,k,s0701b,248.258017,clock,1,clock,TRUE,4.761907596,FALSE,0.033575874,0.034682771,0.068258646,0.508108108
s07,k,s0701a,394.541375,kids,1,kid,FALSE,6.872242717,FALSE,0.033844911,0.04657864,0.080423551,0.579166667
s07,k,s0702a,359.158995,kitchen,2,kitchen,FALSE,5.470390939,FALSE,0.072134711,0.061076709,0.133211421,0.458494542
s07,k,s0703b,211.251674,couple,2,couple,FALSE,5.60846729,FALSE,0.052467348,0.051920813,0.104388162,0.497382199
s07,k,s0704a,99.100508,campus,2,campus,FALSE,4.687906529,FALSE,0.050134304,0.063123647,0.113257951,0.557344064
s07,k,s0701a,240.09858,close,1,close,TRUE,4.926517906,FALSE,0.076613346,0.063232505,0.139845851,0.452158608
s07,k,s0701b,94.935778,couple,2,couple,FALSE,6.416922557,FALSE,0.049072432,0.056451745,0.105524176,0.534965035
s07,k,s0703a,407.348879,care,1,care,FALSE,3.791098349,FALSE,0.065337691,0.070583359,0.135921049,0.519296744
s07,k,s0704a,104.744578,campus,2,campus,FALSE,3.020545752,FALSE,0.051874571,0.048311239,0.10018581,0.482216382
s07,k,s0701a,431.430834,kids,1,kid,FALSE,5.661303676,FALSE,0.0475361,0.052328834,0.099864934,0.523996082
s07,k,s0701a,242.571093,close,1,close,TRUE,0.340822452,FALSE,0.053664429,0.062400499,0.116064928,0.537634409
s07,k,s0702a,61.266387,care,1,care,FALSE,6.306819464,FALSE,0.04332124,0.07152814,0.11484938,0.622799528
s07,p,s0701b,345.861629,part,1,part,TRUE,4.49990494,FALSE,0.077483313,0.054884013,0.132367326,0.414634146
s07,p,s0703a,327.6665,proud,1,proud,TRUE,4.855157011,FALSE,0.045842499,0.045394933,0.091237432,0.497547241
s07,p,s0702a,140.935625,profit,2,profit,TRUE,5.412500867,FALSE,0.076844073,0.062106853,0.138950926,0.446969697
s07,p,s0702b,545.239737,place,1,place,TRUE,5.138604685,FALSE,0.018760735,0.047731288,0.066492022,0.717849838
s07,p,s0703a,332.450264,pretty,2,pretty,TRUE,6.585508119,FALSE,0.088502797,0.059068105,0.147570902,0.400269322
s07,p,s0702a,281.987588,profit,2,profit,TRUE,6.847047343,FALSE,0.04689328,0.025108213,0.072001492,0.348717949
s07,p,s0702a,152.445747,project,2,project,TRUE,6.037212916,FALSE,0.068422805,0.047369634,0.115792438,0.409090909
s07,p,s0702b,329.962312,project,2,project,TRUE,5.007834372,FALSE,0.061583468,0.069208088,0.130791556,0.529147982
s07,p,s0702a,396.513867,park,1,park,TRUE,4.854573774,TRUE,0.015883187,0.061256498,0.077139685,0.79409837
s07,p,s0701a,203.374942,privilege,2,privilege,TRUE,5.038560902,FALSE,0.082784662,0.062400499,0.14518516,0.429799427
s07,p,s0702b,180.594037,payment,2,payment,FALSE,5.616064395,FALSE,0.027020917,0.032676457,0.059697374,0.547368421
s07,p,s0703b,147.850563,pressing,2,press,TRUE,5.113498357,FALSE,0.071711408,0.044351585,0.116062993,0.382133737
s07,p,s0704a,39.496864,put,1,put,FALSE,6.682495976,FALSE,0.079075471,0.041246859,0.12032233,0.34280303
s07,p,s0702a,558.120494,put,1,put,FALSE,4.063056312,FALSE,0.062553553,0.036060284,0.098613837,0.365671642
s07,p,s0701a,508.32575,problem,2,problem,TRUE,3.991227282,FALSE,0.048087388,0.033534626,0.081622014,0.410852713
s07,p,s0703b,118.248762,part,1,part,TRUE,4.535612267,FALSE,0.076463364,0.04382359,0.120286954,0.364325381
s07,p,s0702a,502.926243,play,1,play,TRUE,6.136271871,FALSE,0.037532132,0.069176871,0.106709003,0.648275862
s07,p,s0702b,187.31914,payment,2,payment,FALSE,3.066948417,FALSE,0.064667441,0.033619047,0.098286488,0.342051567
s07,p,s0701b,78.6215,parents,2,parent,FALSE,3.552845918,FALSE,0.027173941,0.028499499,0.05567344,0.511904762
s07,p,s0704a,201.365186,party,2,party,TRUE,6.191499999,FALSE,0.079318589,0.07602838,0.155346969,0.489410128
s07,p,s0702b,379.614212,place,1,place,TRUE,5.661847523,FALSE,0.059970568,0.05982394,0.119794508,0.499388005
s07,p,s0701a,260.553268,put,1,put,FALSE,5.644179316,FALSE,0.070304562,0.046592372,0.116896934,0.398576512
s07,p,s0702a,408.393369,painting,2,paint,FALSE,4.70856642,FALSE,0.058060507,0.035688569,0.093749076,0.380681818
s07,p,s0701b,417.027562,play,1,play,TRUE,5.06555076,FALSE,0.061005788,0.095116551,0.156122339,0.609243697
s07,p,s0701b,418.591106,play,1,play,TRUE,5.686777957,FALSE,0.062803644,0.080995044,0.143798689,0.563253012
s07,p,s0702a,431.925246,put,1,put,FALSE,3.986982237,FALSE,0.106920128,0.059480113,0.166400241,0.357452087
s07,p,s0702a,368.560246,paid,1,pay,FALSE,5.004406152,TRUE,0.06222506,0.042613216,0.104838276,0.406466206
s07,p,s0702a,39.324407,plenty,2,plenty,TRUE,4.693922974,FALSE,0.079673854,0.083320779,0.162994633,0.511187256
s07,p,s0702a,278.440688,put,1,put,FALSE,6.847047343,FALSE,0.046001464,0.03345561,0.079457074,0.421052632
s07,p,s0703b,525.177943,put,1,put,FALSE,4.812955031,FALSE,0.081102174,0.0463441,0.127446274,0.363636364
s07,p,s0703b,276.297618,pull,1,pull,FALSE,5.149652582,TRUE,0.106475012,0.078701022,0.185176035,0.425006522
s07,p,s0703a,334.018372,paying,2,pay,FALSE,6.585508119,TRUE,0.067719575,0.033362541,0.101082116,0.330053842
s07,p,s0703b,524.355651,poor,1,poor,FALSE,4.812955031,FALSE,0.067760773,0.073378158,0.14113893,0.519900196
s07,p,s0701a,403.866025,power,2,power,FALSE,4.642216915,FALSE,0.059367735,0.057971977,0.117339712,0.494052487
s07,p,s0704a,41.069322,parent,2,parent,FALSE,6.682495976,FALSE,0.068592844,0.027118101,0.095710945,0.283333333
s07,p,s0701a,356.251,points,1,point,FALSE,4.473954187,FALSE,0.053008435,0.052652674,0.105661109,0.498316498
s07,p,s0703b,204.07458,point,1,point,FALSE,4.462607256,FALSE,0.076514883,0.069409929,0.145924812,0.475655431
s07,p,s0701a,351.146,part,1,part,TRUE,3.829390444,FALSE,0.054787242,0.060479423,0.115266664,0.524691358
s07,p,s0703a,510.101562,push,1,push,FALSE,3.31086204,TRUE,0.104611481,0.055081147,0.159692629,0.344919786
s07,p,s0703b,299.866728,pleasant,2,pleasant,TRUE,4.90457005,FALSE,0.067464704,0.066318041,0.133782745,0.495714457
s07,p,s0701a,257.577846,person,2,persona,TRUE,5.004358483,FALSE,0.056992455,0.068640549,0.125633004,0.546357616
s07,p,s0702b,545.610068,place,1,place,TRUE,5.138604685,FALSE,0.018760735,0.047731288,0.066492022,0.717849838
s07,p,s0702b,291.325776,projects,2,project,TRUE,3.167515561,FALSE,0.053099243,0.028906097,0.08200534,0.352490421
s07,p,s0701a,122.348344,pretty,2,pretty,TRUE,1.904321449,FALSE,0.054496436,0.037440299,0.091936735,0.407239819
s07,p,s0701a,545.105519,pretty,2,pretty,TRUE,6.473753784,FALSE,0.099503856,0.046525694,0.146029549,0.318604651
s07,p,s0702b,136.721514,problem,2,problem,TRUE,3.830062673,FALSE,0.042421009,0.032286891,0.0747079,0.43217506
s07,p,s0701a,494.124375,parents,2,parent,FALSE,2.489721186,FALSE,0.037649248,0.054294178,0.091943426,0.590517241
s07,p,s0702a,484.940249,porch,1,porch,TRUE,7.608520325,FALSE,0.051549432,0.022998977,0.074548409,0.308510638
s07,p,s0702b,154.250205,place,1,place,TRUE,3.925569985,FALSE,0.067866488,0.081376946,0.149243434,0.545263158
s07,p,s0702a,365.480625,put,1,put,FALSE,4.960446393,FALSE,0.065931021,0.025639842,0.091570863,0.28
s07,p,s0703b,1.737702,paper,2,paper,FALSE,3.969884457,FALSE,0.05656123,0.034340747,0.090901976,0.377777778
s07,p,s0704a,163.141279,pick,1,pick,FALSE,5.221141446,FALSE,0.042780694,0.019166451,0.061947145,0.30940007
s07,p,s0701a,343.187044,problem,2,problem,TRUE,6.399631381,FALSE,0.035026267,0.058744841,0.093771108,0.626470588
s07,p,s0701a,562.376253,punished,2,punish,FALSE,5.627246678,FALSE,0.06593921,0.062487063,0.128426273,0.486559811
s07,p,s0702a,360.765812,put,1,put,FALSE,5.470390939,FALSE,0.062268187,0.03784929,0.100117476,0.37804878
s07,p,s0702b,215.095064,projects,2,project,TRUE,2.333731001,FALSE,0.064410324,0.076349799,0.140760123,0.542410714
s07,p,s0704a,162.707343,parents,2,parent,FALSE,5.221141446,FALSE,0.061442765,0.028749677,0.090192441,0.318759268
s07,p,s0701a,404.317216,pen,1,pen,FALSE,4.642216915,FALSE,0.097513556,0.086957965,0.184471521,0.471389646
s07,p,s0701a,411.936188,proud,1,proud,TRUE,4.727953553,FALSE,0.067007648,0.052231602,0.11923925,0.438040346
s07,p,s0702a,408.02537,painting,2,painting,FALSE,4.70856642,FALSE,0.058060507,0.035688569,0.093749076,0.380681818
s07,p,s0701b,151.914497,places,2,place,TRUE,6.141833027,FALSE,0.045382775,0.046120706,0.091503482,0.504032258
s07,p,s0701b,426.244684,pay,1,pay,FALSE,5.503557132,TRUE,0.052889103,0.027887017,0.080776121,0.345238384
s07,p,s0704a,198.369046,play,1,play,TRUE,5.263490326,FALSE,0.079613273,0.080153951,0.159767224,0.501692082
s07,p,s0702b,344.265749,paper,2,paper,FALSE,5.441476448,FALSE,0.050733048,0.036363572,0.087096619,0.417508418
s07,p,s0702a,135.181687,paper,2,paper,FALSE,5.765767844,FALSE,0.025542524,0.038002292,0.063544816,0.598039216
s07,p,s0702a,121.089125,project,2,project,TRUE,5.402901088,FALSE,0.072889641,0.051708036,0.124597677,0.415
s07,p,s0701b,439.020616,play,1,play,TRUE,4.456559684,FALSE,0.056306715,0.064969287,0.121276002,0.535714286
s07,p,s0702b,326.230688,project,2,project,TRUE,5.007834372,FALSE,0.066568797,0.098240294,0.164809091,0.596085409
s07,p,s0703a,498.198682,pounds,1,pound,FALSE,4.646019755,TRUE,0.057559733,0.047959045,0.105518778,0.454507203
s07,p,s0702a,9.995875,pregnant,2,pregnant,TRUE,6.514112825,FALSE,0.055392026,0.04142765,0.096819677,0.427884615
s07,p,s0702a,165.802688,part,1,part,TRUE,6.276990123,FALSE,0.011124843,0.020526841,0.031651684,0.648522877
s07,t,s0703b,546.482438,talking,2,talk,FALSE,4.926144774,FALSE,0.038971608,0.076512454,0.115484062,0.662536915
s07,t,s0703a,26.895793,tells,1,tell,FALSE,5.320752299,FALSE,0.09864808,0.047811033,0.146459113,0.326446281
s07,t,s0703a,108.784375,treat,1,treat,TRUE,5.318946988,FALSE,0.052952549,0.077116693,0.130069242,0.592889538
s07,t,s0701b,87.558635,trips,1,trip,TRUE,6.31747494,TRUE,0.022198901,0.087813825,0.110012726,0.798215153
s07,t,s0704a,147.297408,tell,1,tell,FALSE,6.224701037,FALSE,0.046791059,0.03968982,0.086480878,0.458943298
s07,t,s0703b,442.670402,tempered,2,temper,FALSE,4.77117849,FALSE,0.025830397,0.061240417,0.087070814,0.703340352
s07,t,s0701b,37.122079,talk,1,talk,FALSE,6.050238691,FALSE,0.068929021,0.036452848,0.105381869,0.34591195
s07,t,s0701a,389.212334,track,1,track,TRUE,5.245476039,FALSE,0.027347965,0.062412082,0.089760047,0.695321402
s07,t,s0702a,578.457622,tell,1,tell,FALSE,4.47876617,FALSE,0.065656062,0.068782462,0.134438524,0.511627621
s07,t,s0701a,552.309783,told,1,tell,FALSE,5.877230008,FALSE,0.054392687,0.05467618,0.109068867,0.501299605
s07,t,s0701b,133.201938,talked,1,talk,FALSE,6.002920652,FALSE,0.046489672,0.028779321,0.075268993,0.382352941
s07,t,s0704a,217.5405,tell,1,tell,FALSE,6.019981523,FALSE,0.038873104,0.021587774,0.060460879,0.357053598
s07,t,s0703b,526.396474,trying,2,try,TRUE,6.100996363,TRUE,0.048550961,0.065654141,0.114205102,0.574879227
s07,t,s0701b,580.808722,total,2,total,FALSE,6.306954909,FALSE,0.051147794,0.025314947,0.076462741,0.33107559
s07,t,s0703a,26.555071,talks,1,talk,FALSE,5.320752299,FALSE,0.047776409,0.059206339,0.106982748,0.553419501
s07,t,s0703b,12.664062,tape,1,tape,FALSE,4.565058359,FALSE,0.0597933,0.064237397,0.124030696,0.517915309
s07,t,s0703b,80.838841,told,1,tell,FALSE,5.122554556,FALSE,0.043632949,0.043632949,0.087265897,0.5
s07,t,s0704a,194.984116,tell,1,tell,FALSE,7.571333317,FALSE,0.035157831,0.041425718,0.076583549,0.540921888
s07,t,s0703a,33.404188,telling,2,tell,FALSE,6.661185463,FALSE,0.098993769,0.033362541,0.132356309,0.252066116
s07,t,s0702a,452.385,told,1,tell,FALSE,6.328804744,FALSE,0.036481136,0.024585114,0.06106625,0.402597403
s07,t,s0701a,436.405187,talks,1,talk,FALSE,5.174346021,FALSE,0.057145848,0.082160564,0.139306412,0.589783074
s07,t,s0701a,437.915187,talk,1,talk,FALSE,5.174346021,FALSE,0.035664608,0.027331756,0.062996364,0.433862434
s07,t,s0701b,95.177381,times,1,time,FALSE,6.416922557,TRUE,0.03531517,0.039661653,0.074976823,0.528985507
s07,t,s0701a,536.092312,trouble,2,trouble,TRUE,4.853177514,FALSE,0.060449441,0.080825657,0.141275099,0.572115385
s07,t,s0703a,493.549259,term,1,term,TRUE,5.062599037,FALSE,0.066461703,0.069552945,0.136014647,0.511363636
s07,t,s0701b,349.430709,try,1,try,TRUE,5.518171338,TRUE,0.0467373,0.060916032,0.107653332,0.565853659
s07,t,s0704a,233.087777,talked,1,talk,FALSE,4.209620878,FALSE,0.05905621,0.052604691,0.111660902,0.471111111
s07,t,s0701b,98.975809,times,1,time,FALSE,4.828513726,TRUE,0.043967875,0.052024157,0.095992031,0.541963287
s07,t,s0703b,222.181773,travel,2,travel,TRUE,5.862920998,FALSE,0.030059418,0.038257441,0.06831686,0.56
s07,t,s0701a,23.585414,testing,2,testing,FALSE,4.435393777,FALSE,0.103035242,0.073915215,0.176950457,0.417717007
